
4,2,"

                                
                                    
                                    뉴하이타임
                                
                            
",한,암,3세,*52,38,"
박을운
",김동균,♠김태성,2½,485(-1),2.7,1.3,망사눈
5,8,"

                                
                                    
                                    넌감동이야
                                
                            
",한,거,3세,54.5,44,"
임기원
",안병기,김제영,2½,486(7),11.6,2.8,망사눈
6,6,"

                                
                                    
                                    미스터포춘
                                
                            
",한,수,3세,56.5,48,"
조재로
",배휴준,김길중,3,486(8),8.5,2.0,"망사, 승인재갈"
7,1,"

                                
                                    
                                    슈퍼라이트닝
                                
                            
",미,암,5세,*52,40,"
안효리
",허재영,블루스카이팀,목,473(0),23.5,4.9,망사눈-
8,7,"

                                
                                    
                                    라온나라
                                
                            
",한,거,4세,*52,36,"
이혁
",김점오,♠라온건설,1,462(-10),42.5,9.9,망사눈
9,5,"

                                
                                    
                                    팍스라이
                                
                            
",한,암,6세,52.5,43,"
김귀배
",안해양,임두인,3,461(7),79.9,16.4,망사눈









